ApartmentNo,Address,HWMETERNMI,HWMETERNO,NEWHWMETERNMI,LoRaWANDevEUI,Channel,Building,Level,Side,Offset_usage,Phototakendate,litter_factor
2209,"8 Walker Street, Rhodes NSW 2138",W4WR01V175,9EMTA619010264,X4H3003177,78724831B70446D8,3,A,level 22,B,83203,25/7/2024,
2210,"8 Walker Street, Rhodes NSW 2138",W4WR01V178,9EMTA619010266,X4H3003178,78724831B70446D8,4,A,level 22,B,97373,25/7/2024,
2301,"8 Walker Street, Rhodes NSW 2138",W4WR01V179,9EMTA619025339,X4H3003179,7872F0F5BDC18DE4,0,A,level 23,A,147620,25/7/2024,
2302,"8 Walker Street, Rhodes NSW 2138",W4WR01V180,9EMTA619025340,X4H3003180,7872F0F5BDC18DE4,1,A,level 23,A,124208,25/7/2024,
2303,"8 Walker Street, Rhodes NSW 2138",W4WR01V181,9EMTA619025336,X4H3003181,7872F0F5BDC18DE4,2,A,level 23,A,163325,25/7/2024,
2304,"8 Walker Street, Rhodes NSW 2138",W4WR01V182,9EMTA619025337,X4H3003182,7872F0F5BDC18DE4,3,A,level 23,A,148418,25/7/2024,
2305,"8 Walker Street, Rhodes NSW 2138",W4WR01V183,9EMTA619025338,X4H3003183,7872F0F5BDC18DE4,4,A,level 23,A,83425,25/7/2024,
2306,"8 Walker Street, Rhodes NSW 2138",W4WR01V184,9EMTA619010280,X4H3003184,7872F0F5BDC18DF8,0,A,level 23,B,189981,25/7/2024,
2307,"8 Walker Street, Rhodes NSW 2138",W4WR01V185,9EMTA619025411,X4H3003185,7872F0F5BDC18DF8,1,A,level 23,B,100801,25/7/2024,
2308,"8 Walker Street, Rhodes NSW 2138",W4WR01V186,9EMTA619010271,X4H3003186,7872F0F5BDC18DF8,2,A,level 23,B,295193,25/7/2024,
2309,"8 Walker Street, Rhodes NSW 2138",W4WR01V187,9EMTA619025409,X4H3003187,7872F0F5BDC18DF8,3,A,level 23,B,147446,25/7/2024,
2310,"8 Walker Street, Rhodes NSW 2138",W4WR01V188,9EMTA619025410,X4H3003188,7872F0F5BDC18DF8,4,A,level 23,B,95678,25/7/2024,
2401,"8 Walker Street, Rhodes NSW 2138",W4WR01V309,9EMTA619025513,X4H3003189,78724831B7044560,0,A,level 24,A,76977,25/7/2024,
2402,"8 Walker Street, Rhodes NSW 2138",W4WR01V310,9EMTA619025508,X4H3003190,78724831B7044560,1,A,level 24,A,102112,25/7/2024,
2403,"8 Walker Street, Rhodes NSW 2138",W4WR01V311,9EMTA619025440,X4H3003191,78724831B7044560,2,A,level 24,A,267422,25/7/2024,
2404,"8 Walker Street, Rhodes NSW 2138",W4WR01V312,9EMTA619025441,X4H3003192,78724831B7044560,3,A,level 24,A,69551,25/7/2024,
2405,"8 Walker Street, Rhodes NSW 2138",W4WR01V313,9EMTA619025512,X4H3003193,78724831B7044560,4,A,level 24,A,72656,25/7/2024,
2406,"8 Walker Street, Rhodes NSW 2138",W4WR01V314,9EMTA619025415,X4H3003194,7872F0F5BDC19114,0,A,level 24,B,134686,6/8/2024,
2407,"8 Walker Street, Rhodes NSW 2138",W4WR01V315,9EMTA619025407,X4H3003195,7872F0F5BDC19114,1,A,level 24,B,177768,6/8/2024,
2408,"8 Walker Street, Rhodes NSW 2138",W4WR01V316,9EMTA619025413,X4H3003196,7872F0F5BDC19114,2,A,level 24,B,177792,6/8/2024,
2409,"8 Walker Street, Rhodes NSW 2138",W4WR01V317,9EMTA619025414,X4H3003197,7872F0F5BDC19114,3,A,level 24,B,99949,6/8/2024,
2410,"8 Walker Street, Rhodes NSW 2138",W4WR01V318,9EMTA619025406,X4H3003198,7872F0F5BDC19114,4,A,level 24,B,97879,6/8/2024,
2501,"8 Walker Street, Rhodes NSW 2138",W4WR01V319,9EMTA619010302,X4H3003199,7872F0F5BDC18D08,0,A,level 25,A,108759,2/8/2024,
2502,"8 Walker Street, Rhodes NSW 2138",W4WR01V320,9EMTA619010303,X4H3003200,7872F0F5BDC18D08,1,A,level 25,A,162549,2/8/2024,
2503,"8 Walker Street, Rhodes NSW 2138",W4WR01V321,9EMTA619010304,X4H3003201,7872F0F5BDC18D08,2,A,level 25,A,143611,2/8/2024,
2504,"8 Walker Street, Rhodes NSW 2138",W4WR01V322,9EMTA619010305,X4H3003202,7872F0F5BDC18D08,3,A,level 25,A,94630,2/8/2024,
2505,"8 Walker Street, Rhodes NSW 2138",W4WR01V323,9EMTA619010301,X4H3003203,7872F0F5BDC18D08,4,A,level 25,A,100837,2/8/2024,
2506,"8 Walker Street, Rhodes NSW 2138",W4WR01V324,9EMTA619010309,X4H3003204,7872F0F5BDC19000,0,A,level 25,B,79843,25/7/2024,
2507,"8 Walker Street, Rhodes NSW 2138",W4WR01V325,9EMTA619010306,X4H3003205,7872F0F5BDC19000,1,A,level 25,B,190744,25/7/2024,
2508,"8 Walker Street, Rhodes NSW 2138",W4WR01V326,9EMTA619010307,X4H3003206,7872F0F5BDC19000,2,A,level 25,B,204399,25/7/2024,
2509,"8 Walker Street, Rhodes NSW 2138",W4WR01V327,9EMTA619010310,X4H3003207,7872F0F5BDC19000,3,A,level 25,B,115177,25/7/2024,
2510,"8 Walker Street, Rhodes NSW 2138",W4WR01V328,9EMTA619010308,X4H3003208,7872F0F5BDC19000,4,A,level 25,B,153204,25/7/2024,
2601,"8 Walker Street, Rhodes NSW 2138",W4WR01V329,9EMTA619025451,X4H3003209,7872F0F5BDC190C8,0,A,level 26,A,89126,2/8/2024,
2602,"8 Walker Street, Rhodes NSW 2138",W4WR01V330,9EMTA619025450,X4H3003210,7872F0F5BDC190C8,1,A,level 26,A,108436,2/8/2024,
2603,"8 Walker Street, Rhodes NSW 2138",W4WR01V331,9EMTA619025447,X4H3003211,7872F0F5BDC190C8,2,A,level 26,A,86677,2/8/2024,
2604,"8 Walker Street, Rhodes NSW 2138",W4WR01V332,9EMTA619025449,X4H3003212,7872F0F5BDC190C8,3,A,level 26,A,133813,2/8/2024,
2605,"8 Walker Street, Rhodes NSW 2138",W4WR01V333,9EMTA619025452,X4H3003213,7872F0F5BDC190C8,4,A,level 26,A,96054,2/8/2024,
2606,"8 Walker Street, Rhodes NSW 2138",W4WR01V334,9EMTA619025507,X4H3003214,78724831B7044638,0,A,level 26,B,104283,2/8/2024,
2607,"8 Walker Street, Rhodes NSW 2138",W4WR01V335,9EMTA619025448,X4H3003215,78724831B7044638,1,A,level 26,B,452953,2/8/2024,
2608,"8 Walker Street, Rhodes NSW 2138",W4WR01V336,9EMTA619025515,X4H3003216,78724831B7044638,2,A,level 26,B,92342,2/8/2024,
2609,"8 Walker Street, Rhodes NSW 2138",W4WR01V337,9EMTA619025506,X4H3003217,78724831B7044638,3,A,level 26,B,94989,2/8/2024,
2610,"8 Walker Street, Rhodes NSW 2138",W4WR01V338,9EMTA619025514,X4H3003218,78724831B7044638,4,A,level 26,B,80130,2/8/2024,
2701,"8 Walker Street, Rhodes NSW 2138",W4WR01V339,9EMTA619025443,X4H3003219,78724831B70444EC,0,A,level 27,A,110349,2/8/2024,
2702,"8 Walker Street, Rhodes NSW 2138",W4WR01V340,9EMTA619025442,X4H3003220,78724831B70444EC,1,A,level 27,A,172905,2/8/2024,
2703,"8 Walker Street, Rhodes NSW 2138",W4WR01V341,9EMTA619025436,X4H3003221,78724831B70444EC,2,A,level 27,A,253845,2/8/2024,
2704,"8 Walker Street, Rhodes NSW 2138",W4WR01V342,9EMTA619025444,X4H3003222,78724831B70444EC,3,A,level 27,A,64315,2/8/2024,
2705,"8 Walker Street, Rhodes NSW 2138",W4WR01V343,9EMTA619025445,X4H3003223,78724831B70444EC,4,A,level 27,A,162632,2/8/2024,
2706,"8 Walker Street, Rhodes NSW 2138",W4WR01V344,9EMTA619025390,X4H3003224,78724831B7044570,0,A,level 27,B,107408,2/8/2024,
2707,"8 Walker Street, Rhodes NSW 2138",W4WR01V345,9EMTA619025391,X4H3003225,78724831B7044570,1,A,level 27,B,164018,2/8/2024,
2708,"8 Walker Street, Rhodes NSW 2138",W4WR01V346,9EMTA619025392,X4H3003226,78724831B7044570,2,A,level 27,B,186849,2/8/2024,
2709,"8 Walker Street, Rhodes NSW 2138",W4WR01V347,9EMTA619025388,X4H3003227,78724831B7044570,3,A,level 27,B,196593,2/8/2024,
2710,"8 Walker Street, Rhodes NSW 2138",W4WR01V348,9EMTA619025389,X4H3003228,78724831B7044570,4,A,level 27,B,138447,2/8/2024,
2801,"8 Walker Street, Rhodes NSW 2138",W4WR01V349,9EMTA619025383,X4H3003229,78724831B704459C,0,A,level 28,A,116102,2/8/2024,
2802,"8 Walker Street, Rhodes NSW 2138",W4WR01V350,9EMTA619025377,X4H3003230,78724831B704459C,1,A,level 28,A,118106,2/8/2024,
2803,"8 Walker Street, Rhodes NSW 2138",W4WR01V351,9EMTA619025382,X4H3003231,78724831B704459C,2,A,level 28,A,109903,2/8/2024,
2804,"8 Walker Street, Rhodes NSW 2138",W4WR01V352,9EMTA619025376,X4H3003232,78724831B704459C,3,A,level 28,A,136185,2/8/2024,
2805,"8 Walker Street, Rhodes NSW 2138",W4WR01V353,9EMTA619025385,X4H3003233,78724831B704459C,4,A,level 28,A,131220,2/8/2024,
2806,"8 Walker Street, Rhodes NSW 2138",W4WR01V354,9EMTA619025446,X4H3003234,7872F0F5BDC18FEC,0,A,level 28,B,78027,2/8/2024,
2807,"8 Walker Street, Rhodes NSW 2138",W4WR01V355,9EMTA619025454,X4H3003235,7872F0F5BDC18FEC,1,A,level 28,B,228681,2/8/2024,
2808,"8 Walker Street, Rhodes NSW 2138",W4WR01V356,9EMTA619025384,X4H3003236,7872F0F5BDC18FEC,2,A,level 28,B,220099,2/8/2024,
2809,"8 Walker Street, Rhodes NSW 2138",W4WR01V357,9EMTA619025455,X4H3003237,7872F0F5BDC18FEC,3,A,level 28,B,22461,2/8/2024,
2810,"8 Walker Street, Rhodes NSW 2138",W4WR01V358,9EMTA619025453,X4H3003238,7872F0F5BDC18FEC,4,A,level 28,B,93813,2/8/2024,
2901,"8 Walker Street, Rhodes NSW 2138",W4WR01V359,9EMTA619025529,X4H3003239,78724831B7044740,0,A,level 29,A,89244,2/8/2024,
2902,"8 Walker Street, Rhodes NSW 2138",W4WR01V360,9EMTA619025531,X4H3003240,78724831B7044740,1,A,level 29,A,102222,2/8/2024,
2903,"8 Walker Street, Rhodes NSW 2138",W4WR01V361,9EMTA619025528,X4H3003241,78724831B7044740,2,A,level 29,A,94230,2/8/2024,
2904,"8 Walker Street, Rhodes NSW 2138",W4WR01V362,9EMTA619025530,X4H3003242,78724831B7044740,3,A,level 29,A,170253,2/8/2024,
2905,"8 Walker Street, Rhodes NSW 2138",W4WR01V363,9EMTA619025533,X4H3003243,78724831B7044740,4,A,level 29,A,199522,2/8/2024,
2906,"8 Walker Street, Rhodes NSW 2138",W4WR01V364,9EMTA619025380,X4H3003244,78724831B7044784,0,A,level 29,B,155254,2/8/2024,
2907,"8 Walker Street, Rhodes NSW 2138",W4WR01V365,9EMTA619025379,X4H3003245,78724831B7044784,1,A,level 29,B,83037,2/8/2024,
2908,"8 Walker Street, Rhodes NSW 2138",W4WR01V366,9EMTA619025532,X4H3003246,78724831B7044784,2,A,level 29,B,132217,2/8/2024,
2909,"8 Walker Street, Rhodes NSW 2138",W4WR01V367,9EMTA619025378,X4H3003247,78724831B7044784,3,A,level 29,B,135097,2/8/2024,
2910,"8 Walker Street, Rhodes NSW 2138",W4WR01V368,9EMTA619025381,X4H3003248,78724831B7044784,4,A,level 29,B,99042,2/8/2024,
3001,"8 Walker Street, Rhodes NSW 2138",W4WR01V369,9EMTA619025645,X4H3003249,7872F0F5BDC19044,0,A,level 30,A,61549,2/8/2024,
3002,"8 Walker Street, Rhodes NSW 2138",W4WR01V370,9EMTA619025644,X4H3003250,7872F0F5BDC19044,1,A,level 30,A,115399,2/8/2024,
3003,"8 Walker Street, Rhodes NSW 2138",W4WR01V371,9EMTA619025641,X4H3003251,7872F0F5BDC19044,2,A,level 30,A,161882,2/8/2024,
3004,"8 Walker Street, Rhodes NSW 2138",W4WR01V372,9EMTA619025636,X4H3003252,7872F0F5BDC19044,3,A,level 30,A,293162,2/8/2024,
3005,"8 Walker Street, Rhodes NSW 2138",W4WR01V373,9EMTA619025643,X4H3003253,7872F0F5BDC19044,4,A,level 30,A,99814,2/8/2024,
3006,"8 Walker Street, Rhodes NSW 2138",W4WR01V374,9EMTA619025661,X4H3003254,7872F0F5BDC190F4,0,A,level 30,B,90936,2/8/2024,
3007,"8 Walker Street, Rhodes NSW 2138",W4WR01V375,9EMTA619025662,X4H3003255,7872F0F5BDC190F4,1,A,level 30,B,274806,2/8/2024,
3008,"8 Walker Street, Rhodes NSW 2138",W4WR01V376,9EMTA619025657,X4H3003256,7872F0F5BDC190F4,2,A,level 30,B,125635,2/8/2024,
3009,"8 Walker Street, Rhodes NSW 2138",W4WR01V377,9EMTA619025659,X4H3003257,7872F0F5BDC190F4,3,A,level 30,B,79920,2/8/2024,
3010,"8 Walker Street, Rhodes NSW 2138",W4WR01V378,9EMTA619025663,X4H3003258,7872F0F5BDC190F4,4,A,level 30,B,66552,2/8/2024,
3101,"8 Walker Street, Rhodes NSW 2138",W4WR01V379,9EMTA619025652,X4H3003259,7872F0F5BDC190F8,0,A,level 31,A,100841,2/8/2024,
3102,"8 Walker Street, Rhodes NSW 2138",W4WR01V380,9EMTA619025655,X4H3003260,7872F0F5BDC190F8,1,A,level 31,A,105472,2/8/2024,
3103,"8 Walker Street, Rhodes NSW 2138",W4WR01V381,9EMTA619025654,X4H3003261,7872F0F5BDC190F8,2,A,level 31,A,191184,2/8/2024,
3104,"8 Walker Street, Rhodes NSW 2138",W4WR01V382,9EMTA619025651,X4H3003262,7872F0F5BDC190F8,3,A,level 31,A,163193,2/8/2024,
3105,"8 Walker Street, Rhodes NSW 2138",W4WR01V383,9EMTA619025650,X4H3003263,7872F0F5BDC190F8,4,A,level 31,A,301646,2/8/2024,
3106,"8 Walker Street, Rhodes NSW 2138",W4WR01V384,9EMTA619025618,X4H3003264,7872F0F5BDC18F4C,0,A,level 31,B,78916,2/8/2024,
3107,"8 Walker Street, Rhodes NSW 2138",W4WR01V385,9EMTA619025616,X4H3003265,7872F0F5BDC18F4C,1,A,level 31,B,0,13/12/2024,
3108,"8 Walker Street, Rhodes NSW 2138",W4WR01V386,9EMTA619025619,X4H3003266,7872F0F5BDC18F4C,2,A,level 31,B,42674,2/8/2024,
